ФИО,Пол,Год поступления,Форма обучения,Балл ЦТ: Математика,Балл ЦТ: Русский язык,Балл ЦТ: Физика,Балл ЦТ: Биология,Балл ЦТ: Химия,Балл ЦТ: История,Балл ЦТ: Информатика,Средний балл аттестата,Общий балл при поступлении,Специальность,Адрес регистрации,Телефон,Поступил
Иванов Максим Никитич,М,2024,очная,,,65.5,68.9,57.7,,,77.3,68.7,Экономика,"Самара, ул. Мира, д. 102, кв. 110",+375329563427,True
Соловьёва Наталья Алексеевна,Ж,2024,очная,,61.5,40.0,,69.1,,,72.4,60.9,Прикладная математика,"Самара, ул. Мира, д. 8, кв. 168",+375592294115,False
Павлова Елена Ивановна,Ж,2024,очная,,,53.0,,48.0,,47.2,70.2,57.3,Физика,"Новосибирск, ул. Пролетарская, д. 186, кв. 76",+375206615498,False
Попов Андрей Петрович,М,2024,очная,60.0,87.6,,,,55.6,,79.4,72.1,Химия,"Екатеринбург, ул. Мира, д. 17, кв. 165",+375122121548,True
Соловьёва Мария Алексеевна,Ж,2024,заочная,,,,69.5,65.8,,68.7,71.1,70.1,Прикладная математика,"Санкт-Петербург, ул. Строителей, д. 84, кв. 68",+375880644200,False
Баранова Екатерина Денисовна,Ж,2024,очная,,83.3,,83.8,51.4,,,72.2,73.2,Медицинская биохимия,"Казань, ул. Новая, д. 192, кв. 80",+375196234219,True
Сидоров Никита Алексеевич,М,2024,очная,64.6,51.3,67.2,,,,,73.9,65.7,Химия,"Санкт-Петербург, ул. Центральная, д. 188, кв. 125",+375891179726,False
Баранова Виктория Михайловна,Ж,2024,очная,87.3,74.4,,,70.0,,,84.5,78.0,Информатика и вычислительная техника,"Воронеж, ул. Новая, д. 105, кв. 6",+375200053285,True
Кузнецов Никита Петрович,М,2024,очная,79.7,,57.6,,,61.2,,78.8,70.8,Биология,"Москва, ул. Школьная, д. 142, кв. 177",+375269299007,True
Сидоров Никита Денисович,М,2024,очно-заочная,,77.6,,,,71.8,46.8,73.5,68.9,Медицинская биохимия,"Екатеринбург, ул. Победы, д. 124, кв. 105",+375185186267,True
Козлов Никита Михайлович,М,2024,заочная,61.7,,,,,66.4,88.1,70.0,72.9,Биология,"Самара, ул. Мира, д. 26, кв. 173",+375883527918,True
Соколов Александр Денисович,М,2024,очная,69.8,,,,,81.7,86.9,75.9,76.2,Физика,"Пермь, ул. Строителей, д. 26, кв. 168",+375431927976,True
Петров Андрей Никитич,М,2024,заочная,,,,71.8,71.6,65.4,,77.7,71.1,Экономика,"Москва, ул. Мира, д. 180, кв. 101",+375656862959,True
Соловьёва Екатерина Денисовна,Ж,2024,очная,,,,,70.5,44.7,70.8,79.1,68.4,Биология,"Воронеж, ул. Ленина, д. 196, кв. 114",+375429907472,True
Егорова Елена Михайловна,Ж,2024,очная,,,,62.2,81.2,53.8,,75.9,68.5,Экономика,"Краснодар, ул. Центральная, д. 144, кв. 91",+375994641839,True
Морозова Ирина Владимировна,Ж,2024,очная,,,89.9,55.6,59.0,,,77.4,73.4,Прикладная математика,"Казань, ул. Пролетарская, д. 137, кв. 8",+375445092860,True
Петров Максим Иванович,М,2024,очная,72.9,65.5,,53.6,,,,75.1,66.0,Информатика и вычислительная техника,"Пермь, ул. Мира, д. 70, кв. 137",+375458130889,True
Соловьёва Анна Денисовна,Ж,2024,очная,,,,,56.8,65.7,69.5,80.8,70.1,Прикладная математика,"Воронеж, ул. Победы, д. 4, кв. 39",+375750003056,False
Морозова Елена Никитична,Ж,2024,очная,45.7,,76.7,70.7,,,,86.6,73.5,Биология,"Пермь, ул. Центральная, д. 111, кв. 115",+375908701872,True
Иванов Александр Петрович,М,2024,очная,,73.8,72.7,67.5,,,,86.4,75.8,Химия,"Казань, ул. Мира, д. 154, кв. 153",+375067456865,True
Соколов Александр Алексеевич,М,2024,очно-заочная,74.8,65.6,87.6,,,,,83.6,77.2,Экономика,"Воронеж, ул. Мира, д. 48, кв. 47",+375190533470,True
Лебедев Илья Владимирович,М,2024,очная,,,70.0,,,50.0,52.0,80.1,63.7,Физика,"Екатеринбург, ул. Строителей, д. 58, кв. 81",+375071245531,False
Иванов Роман Иванович,М,2024,очно-заочная,,71.4,,63.7,,62.6,,87.8,72.5,Экономика,"Новосибирск, ул. Зелёная, д. 127, кв. 41",+375648839585,True
Медведева Александра Никитична,Ж,2024,очная,,,69.2,,57.5,60.8,,73.5,64.8,История,"Санкт-Петербург, ул. Строителей, д. 84, кв. 126",+375591710508,False
Соловьёва Анна Михайловна,Ж,2024,очная,,,59.7,61.1,,63.4,,70.8,64.1,Биология,"Новосибирск, ул. Центральная, д. 113, кв. 136",+375417159497,False
Новиков Илья Сергеевич,М,2024,очная,,64.6,,57.1,40.0,,,90.6,66.4,Биология,"Санкт-Петербург, ул. Победы, д. 62, кв. 165",+375892608788,False
Морозова Светлана Никитична,Ж,2024,очно-заочная,,,,73.4,59.6,,66.2,71.3,67.4,Физика,"Санкт-Петербург, ул. Школьная, д. 47, кв. 32",+375746535378,False
Новиков Андрей Петрович,М,2024,очная,,80.4,,88.2,,67.0,,84.4,80.4,Экономика,"Воронеж, ул. Мира, д. 152, кв. 102",+375914336299,True
Егорова Елена Михайловна,Ж,2024,заочная,68.1,,53.0,,56.7,,,79.1,64.7,Информатика и вычислительная техника,"Пермь, ул. Пролетарская, д. 142, кв. 88",+375739083521,True
Баранова Светлана Владимировна,Ж,2024,очно-заочная,,62.5,62.2,,,,66.9,77.8,69.2,Химия,"Самара, ул. Зелёная, д. 150, кв. 95",+375728575958,False
Петров Андрей Иванович,М,2024,очная,65.7,,,55.3,59.9,,,70.6,65.2,Прикладная математика,"Казань, ул. Строителей, д. 139, кв. 49",+375971705984,False
Соловьёва Ирина Петровна,Ж,2024,очно-заочная,,75.2,,48.2,,,77.3,86.6,75.7,Медицинская биохимия,"Санкт-Петербург, ул. Советская, д. 47, кв. 186",+375303885681,True
Павлова Виктория Денисовна,Ж,2024,заочная,63.2,,43.3,,,57.1,,77.9,64.0,Физика,"Краснодар, ул. Зелёная, д. 148, кв. 13",+375552866933,False
Морозова Александра Никитична,Ж,2024,очно-заочная,60.0,,,55.5,84.2,,,82.3,70.9,История,"Воронеж, ул. Ленина, д. 192, кв. 191",+375119391038,True
Лебедев Роман Михайлович,М,2024,очная,,,52.5,,,51.8,57.7,77.0,62.8,Информатика и вычислительная техника,"Нижний Новгород, ул. Строителей, д. 26, кв. 129",+375104502437,True
Попов Дмитрий Денисович,М,2024,очная,,74.6,,55.9,,,72.5,89.9,75.7,Медицинская биохимия,"Екатеринбург, ул. Школьная, д. 62, кв. 159",+375005856154,True
Петров Сергей Никитич,М,2024,заочная,,74.5,,65.7,,,62.2,76.2,68.9,Прикладная математика,"Казань, ул. Победы, д. 101, кв. 174",+375902837727,False
Козлов Максим Владимирович,М,2024,заочная,,,,72.4,,63.4,63.9,78.6,70.3,Прикладная математика,"Казань, ул. Центральная, д. 18, кв. 181",+375610197535,False
Егорова Ирина Михайловна,Ж,2024,очная,57.4,,52.4,,,63.7,,77.9,66.8,Экономика,"Москва, ул. Центральная, д. 37, кв. 125",+375636281444,True
Новиков Андрей Сергеевич,М,2024,очная,71.3,60.9,,,,,73.2,73.0,69.7,Экономика,"Самара, ул. Ленина, д. 146, кв. 45",+375288498745,True
Морозова Александра Сергеевна,Ж,2024,заочная,,,85.1,,47.6,,73.3,81.2,72.9,Прикладная математика,"Екатеринбург, ул. Ленина, д. 165, кв. 109",+375881164034,True
Медведева Виктория Петровна,Ж,2024,очная,,57.0,,72.2,82.9,,,65.0,69.6,Биология,"Екатеринбург, ул. Новая, д. 73, кв. 195",+375770413090,True
Соловьёва Мария Сергеевна,Ж,2024,очная,67.4,,,40.0,,52.2,,88.1,66.6,Химия,"Москва, ул. Центральная, д. 18, кв. 168",+375231905772,False
Петров Илья Иванович,М,2024,очная,,,,63.1,51.5,64.2,,90.7,69.6,Физика,"Екатеринбург, ул. Строителей, д. 165, кв. 20",+375097941224,False
Соколова Наталья Денисовна,Ж,2024,очная,,,46.3,51.8,79.2,,,89.4,71.1,Экономика,"Новосибирск, ул. Мира, д. 75, кв. 4",+375432611890,True
Соколов Илья Владимирович,М,2024,очная,64.2,49.6,,85.5,,,,87.9,72.2,Физика,"Новосибирск, ул. Ленина, д. 9, кв. 153",+375536621953,True
Новиков Андрей Иванович,М,2024,очная,,,,70.4,53.0,,65.0,77.3,67.2,Физика,"Самара, ул. Ленина, д. 7, кв. 119",+375397130722,False
Козлов Сергей Владимирович,М,2024,очная,,,,72.7,81.6,74.3,,71.8,73.1,Физика,"Казань, ул. Школьная, д. 182, кв. 199",+375461719281,True
Лебедев Александр Михайлович,М,2024,очная,82.5,71.2,,70.3,,,,87.1,77.8,Физика,"Новосибирск, ул. Советская, д. 166, кв. 102",+375025239412,True
Баранова Анна Михайловна,Ж,2024,очная,,,,58.2,,63.9,55.4,68.9,62.3,Физика,"Нижний Новгород, ул. Школьная, д. 25, кв. 58",+375276179480,False
Кузьмина Екатерина Никитична,Ж,2024,заочная,,,67.5,,89.4,43.4,,78.1,71.0,Прикладная математика,"Санкт-Петербург, ул. Школьная, д. 138, кв. 149",+375126864986,True
Соколов Андрей Владимирович,М,2024,очная,76.0,,,66.7,,,62.1,70.5,68.1,Экономика,"Пермь, ул. Победы, д. 113, кв. 169",+375819190749,True
Морозова Екатерина Владимировна,Ж,2024,очная,70.2,,,60.6,47.9,,,85.5,68.2,Биология,"Новосибирск, ул. Победы, д. 84, кв. 59",+375484864708,True
Новиков Сергей Владимирович,М,2024,очная,,77.2,,61.1,,63.4,,84.7,72.1,Физика,"Краснодар, ул. Мира, д. 4, кв. 92",+375503300008,True
Смирнов Сергей Владимирович,М,2024,очная,62.8,,,,74.7,,63.2,86.2,72.1,Прикладная математика,"Санкт-Петербург, ул. Новая, д. 1, кв. 6",+375916923273,True
Медведева Виктория Денисовна,Ж,2024,очно-заочная,63.8,,,70.4,51.2,,,80.0,69.9,Прикладная математика,"Пермь, ул. Новая, д. 123, кв. 67",+375630009984,False
Егорова Ольга Петровна,Ж,2024,заочная,,53.0,,55.1,,61.2,,71.9,60.2,История,"Самара, ул. Строителей, д. 166, кв. 95",+375458294203,False
Морозова Анна Никитична,Ж,2024,очная,,85.9,74.1,,,,82.9,71.0,76.6,Химия,"Казань, ул. Новая, д. 111, кв. 114",+375201082402,True
