ФИО,Пол,Год поступления,Форма обучения,Специальность,Адрес регистрации,Телефон,Средний балл аттестата,Балл ЦТ: Математика,Балл ЦТ: Русский язык,Балл ЦТ: Физика,Балл ЦТ: Биология,Балл ЦТ: Химия,Балл ЦТ: История,Балл ЦТ: Информатика,CE_mean,Общий балл при поступлении
Соколов Илья Денисович,М,2024,очная,Физика,"Казань, ул. Победы, д. 112, кв. 65",+375777701382,79.9,59.0,63.5,78.9,,,,,67.13333333333334,73.6
Соловьёва Светлана Михайловна,Ж,2024,очная,Физика,"Нижний Новгород, ул. Пролетарская, д. 195, кв. 117",+375567625493,84.8,,62.0,76.9,,,54.3,,64.39999999999999,70.9
Соловьёва Ирина Денисовна,Ж,2024,очная,Биология,"Москва, ул. Советская, д. 190, кв. 14",+375067165431,80.0,57.3,49.9,61.6,,,,,56.26666666666666,63.4
Петров Михаил Денисович,М,2024,очно-заочная,Экономика,"Пермь, ул. Мира, д. 41, кв. 8",+375954196589,80.5,,66.8,,,,62.5,58.4,62.56666666666667,67.3
Кузнецов Егор Никитич,М,2024,заочная,Физика,"Краснодар, ул. Строителей, д. 30, кв. 19",+375488048655,84.3,52.1,,,,68.0,74.6,,64.89999999999999,71.2
Егорова Александра Ивановна,Ж,2024,очная,Физика,"Екатеринбург, ул. Зелёная, д. 152, кв. 149",+375603053083,87.9,,,76.8,,59.0,71.7,,69.16666666666667,76.5
Кузнецов Роман Алексеевич,М,2024,очно-заочная,Прикладная математика,"Нижний Новгород, ул. Новая, д. 51, кв. 192",+375567887921,87.2,72.8,,73.0,,,,72.0,72.60000000000001,76.6
Кузьмина Анна Владимировна,Ж,2024,заочная,Информатика и вычислительная техника,"Нижний Новгород, ул. Победы, д. 200, кв. 29",+375402023644,66.1,,,71.5,,47.5,81.8,,66.93333333333334,67.7
Сидоров Илья Сергеевич,М,2024,очная,Биология,"Нижний Новгород, ул. Победы, д. 26, кв. 61",+375073941081,78.9,,61.1,,76.2,,58.8,,65.36666666666667,68.6
Павлова Александра Владимировна,Ж,2024,очная,Медицинская биохимия,"Воронеж, ул. Победы, д. 97, кв. 57",+375500838460,83.8,,,72.2,,61.2,58.2,,63.866666666666674,70.6
Кузнецов Роман Денисович,М,2024,очная,Биология,"Санкт-Петербург, ул. Зелёная, д. 150, кв. 125",+375570820055,88.5,77.7,,,,,68.2,63.5,69.8,77.2
Соловьёва Светлана Михайловна,Ж,2024,очно-заочная,Биология,"Москва, ул. Новая, д. 38, кв. 56",+375026922263,82.1,,63.5,66.9,,,,46.1,58.833333333333336,65.5
Фёдорова Наталья Денисовна,Ж,2024,очная,Медицинская биохимия,"Самара, ул. Зелёная, д. 46, кв. 100",+375329813756,73.1,,55.6,66.4,,,85.1,,69.03333333333333,70.8
Соловьёва Екатерина Алексеевна,Ж,2024,очная,Прикладная математика,"Нижний Новгород, ул. Мира, д. 118, кв. 185",+375613995283,73.9,49.2,,62.4,,79.2,,,63.6,68.4
Медведева Екатерина Денисовна,Ж,2024,очно-заочная,Экономика,"Екатеринбург, ул. Школьная, д. 70, кв. 52",+375915059074,74.1,90.5,,,,69.6,80.1,,80.06666666666666,78.4
Медведева Екатерина Ивановна,Ж,2024,очная,История,"Нижний Новгород, ул. Мира, д. 9, кв. 178",+375511825943,80.1,,,,74.5,,62.6,74.2,70.43333333333334,73.9
Соколова Светлана Петровна,Ж,2024,заочная,Физика,"Самара, ул. Ленина, д. 72, кв. 35",+375917961576,75.4,,,66.7,,70.1,59.4,,65.4,70.3
Иванов Александр Владимирович,М,2024,очная,Информатика и вычислительная техника,"Санкт-Петербург, ул. Зелёная, д. 118, кв. 108",+375041566264,60.0,,73.3,,72.1,48.1,,,64.49999999999999,64.9
Павлова Екатерина Петровна,Ж,2024,очная,Химия,"Новосибирск, ул. Школьная, д. 57, кв. 76",+375776515810,71.2,,58.1,64.9,,,58.4,,60.46666666666667,62.9
Соколова Екатерина Сергеевна,Ж,2024,очно-заочная,Экономика,"Самара, ул. Мира, д. 164, кв. 157",+375452761608,75.6,,60.4,,76.9,63.5,,,66.93333333333334,70.7
Лебедев Андрей Никитич,М,2024,очно-заочная,Медицинская биохимия,"Новосибирск, ул. Пролетарская, д. 142, кв. 59",+375651209485,70.1,,60.9,,64.7,,,62.3,62.633333333333326,63.6
Баранова Анна Денисовна,Ж,2024,очная,История,"Санкт-Петербург, ул. Новая, д. 134, кв. 126",+375424714597,71.0,,,,47.0,,45.9,45.9,46.26666666666667,53.1
Соколова Наталья Ивановна,Ж,2024,заочная,Экономика,"Екатеринбург, ул. Пролетарская, д. 122, кв. 119",+375748386531,90.6,,64.8,69.7,76.8,,,,70.43333333333334,76.6
Медведева Светлана Владимировна,Ж,2024,заочная,Медицинская биохимия,"Казань, ул. Ленина, д. 187, кв. 110",+375752696517,78.2,46.6,51.2,,62.4,,,,53.400000000000006,64.0
Иванов Александр Михайлович,М,2024,очная,Физика,"Екатеринбург, ул. Победы, д. 84, кв. 112",+375005486162,76.0,,53.7,,66.3,,61.1,,60.36666666666667,66.0
Смирнов Андрей Иванович,М,2024,заочная,Прикладная математика,"Самара, ул. Победы, д. 152, кв. 39",+375072761060,82.3,,64.9,,43.0,64.6,,,57.5,65.3
Егорова Светлана Алексеевна,Ж,2024,очная,Экономика,"Самара, ул. Ленина, д. 107, кв. 12",+375599763003,85.2,,63.2,54.2,,,81.2,,66.2,71.4
Морозова Мария Алексеевна,Ж,2024,очная,Медицинская биохимия,"Москва, ул. Зелёная, д. 188, кв. 197",+375463909611,91.7,74.0,67.2,77.1,,,,,72.76666666666667,81.1
Кузнецов Сергей Михайлович,М,2024,очная,Физика,"Пермь, ул. Ленина, д. 109, кв. 136",+375799949147,88.5,,76.4,,60.6,68.1,,,68.36666666666666,74.9
Кузьмина Александра Владимировна,Ж,2024,заочная,Физика,"Воронеж, ул. Зелёная, д. 179, кв. 26",+375527841160,80.9,76.4,73.4,,,,,41.7,63.833333333333336,69.0
Соловьёва Мария Владимировна,Ж,2024,очно-заочная,Прикладная математика,"Краснодар, ул. Зелёная, д. 62, кв. 22",+375919303948,69.1,87.6,66.9,,73.9,,,,76.13333333333334,75.1
Новиков Михаил Сергеевич,М,2024,очная,Биология,"Пермь, ул. Ленина, д. 178, кв. 188",+375041851270,72.3,,,,62.3,,59.4,73.3,65.0,68.0
Кузьмина Ольга Петровна,Ж,2024,очная,Экономика,"Воронеж, ул. Победы, д. 34, кв. 92",+375290704364,75.9,73.8,,,,71.4,64.4,,69.86666666666666,70.7
Петров Александр Владимирович,М,2024,очная,Экономика,"Казань, ул. Победы, д. 166, кв. 24",+375704324927,81.3,58.8,72.1,,,,42.0,,57.633333333333326,65.6
Соколов Никита Денисович,М,2024,очная,Биология,"Москва, ул. Зелёная, д. 172, кв. 79",+375208859071,78.9,67.1,,,80.4,50.7,,,66.06666666666666,72.3
Иванов Александр Алексеевич,М,2024,заочная,Информатика и вычислительная техника,"Новосибирск, ул. Зелёная, д. 147, кв. 192",+375872480833,69.5,57.2,,,59.5,,56.7,,57.800000000000004,63.5
Фёдорова Мария Владимировна,Ж,2024,заочная,Информатика и вычислительная техника,"Самара, ул. Ленина, д. 117, кв. 119",+375398573209,68.4,67.9,,,,,71.5,61.8,67.06666666666666,65.8
Новиков Егор Петрович,М,2024,очная,Биология,"Новосибирск, ул. Новая, д. 48, кв. 95",+375637204125,79.9,69.9,77.0,,,,,54.8,67.23333333333333,70.7
Иванов Андрей Сергеевич,М,2024,заочная,История,"Краснодар, ул. Ленина, д. 161, кв. 19",+375225498022,79.0,,79.6,69.9,,53.2,,,67.56666666666666,70.2
Новиков Сергей Денисович,М,2024,очная,Химия,"Воронеж, ул. Школьная, д. 136, кв. 9",+375572257592,77.0,44.0,,,,,89.4,64.2,65.86666666666667,69.9
Соколова Ирина Петровна,Ж,2024,заочная,Физика,"Казань, ул. Новая, д. 193, кв. 70",+375307352588,81.2,,,40.9,,54.1,66.3,,53.76666666666667,64.4
Медведева Ирина Ивановна,Ж,2024,очно-заочная,Химия,"Самара, ул. Строителей, д. 148, кв. 54",+375922362977,85.8,42.2,,,,,42.3,87.4,57.300000000000004,66.5
Попов Максим Иванович,М,2024,очная,Физика,"Санкт-Петербург, ул. Пролетарская, д. 86, кв. 189",+375534152541,80.2,,68.3,,74.7,,,62.6,68.53333333333333,73.6
Новиков Сергей Алексеевич,М,2024,очная,Биология,"Москва, ул. Строителей, д. 173, кв. 94",+375448762935,72.7,,,,62.2,40.6,,78.8,60.53333333333334,65.5
Морозова Елена Михайловна,Ж,2024,заочная,Информатика и вычислительная техника,"Москва, ул. Советская, д. 99, кв. 94",+375287536297,89.8,,55.1,70.5,,,,56.6,60.73333333333333,71.8
Новиков Максим Сергеевич,М,2024,очная,История,"Краснодар, ул. Пролетарская, д. 11, кв. 94",+375024491974,77.2,,58.9,74.7,53.1,,,,62.23333333333333,69.3
Соколов Роман Никитич,М,2024,очная,Информатика и вычислительная техника,"Нижний Новгород, ул. Мира, д. 166, кв. 144",+375664783370,78.6,58.9,64.2,,,61.6,,,61.56666666666666,67.2
Сидоров Никита Петрович,М,2024,очная,Химия,"Санкт-Петербург, ул. Строителей, д. 182, кв. 199",+375353548983,74.4,,,62.7,,61.5,63.6,,62.6,66.1
Попов Андрей Иванович,М,2024,очная,Информатика и вычислительная техника,"Екатеринбург, ул. Мира, д. 86, кв. 62",+375379311045,71.9,66.3,,,,,68.7,58.3,64.43333333333334,67.8
Соколов Дмитрий Сергеевич,М,2024,очная,Биология,"Пермь, ул. Советская, д. 167, кв. 123",+375845523030,72.3,58.8,,59.7,,75.0,,,64.5,68.5
Попов Дмитрий Владимирович,М,2024,очно-заочная,История,"Самара, ул. Победы, д. 193, кв. 191",+375477491506,71.0,74.4,,,64.9,50.9,,,63.400000000000006,64.8
Иванов Егор Михайлович,М,2024,заочная,Химия,"Екатеринбург, ул. Школьная, д. 91, кв. 69",+375345089374,60.2,69.4,61.0,,,,,57.5,62.63333333333333,63.2
Фёдорова Наталья Сергеевна,Ж,2024,очная,История,"Пермь, ул. Новая, д. 71, кв. 14",+375707315141,77.4,66.5,50.6,,67.5,,,,61.53333333333333,65.3
Козлов Егор Владимирович,М,2024,очно-заочная,Экономика,"Санкт-Петербург, ул. Школьная, д. 89, кв. 116",+375250526157,84.9,,64.9,68.0,66.5,,,,66.46666666666667,70.9
Васильева Елена Владимировна,Ж,2024,очная,Физика,"Краснодар, ул. Строителей, д. 135, кв. 32",+375084445153,72.4,,60.2,57.1,,,85.2,,67.5,67.8
Баранова Мария Михайловна,Ж,2024,заочная,Информатика и вычислительная техника,"Краснодар, ул. Строителей, д. 174, кв. 137",+375788729308,93.7,76.2,,,59.8,,94.3,,76.76666666666667,84.6
