ФИО,Пол,Год поступления,Форма обучения,Специальность,Адрес регистрации,Телефон,Средний балл аттестата,Балл ЦТ: Математика,Балл ЦТ: Русский язык,Балл ЦТ: Физика,Балл ЦТ: Биология,Балл ЦТ: Химия,Балл ЦТ: История,Балл ЦТ: Информатика,CE_mean,Общий балл при поступлении,Поступил
Федорова Синклитикия Рубеновна,Ж,2024,очно-заочная,Прикладная математика,"с. Волхов, ул. пр. Студенческий, д. 758, кв. 109",+73785847129,77.2,,,47.2,,,57.2,74.1,59.5,66.4,False
Титова Татьяна Вадимовна,Ж,2024,заочная,История,"г. Верещагино (Перм.), ул. пер. Чайкиной, д. 8/6, кв. 149",81803324260,75.7,,76.8,64.2,66.1,,,,69.03333333333333,73.2,True
Белова Октябрина Ратиборовна,Ж,2024,очно-заочная,Экономика,"клх Камышин, ул. алл. Красных Партизан, д. 670, кв. 222",80801849804,87.0,,59.2,,56.7,,64.4,,60.1,68.2,True
Зимин Леонид Рубенович,М,2024,заочная,Информатика и вычислительная техника,"к. Уварово, ул. алл. Грибоедова, д. 64, кв. 165",+75373377731,79.5,,56.1,,71.1,,49.9,,59.03333333333333,66.6,True
Жуков Рюрик Захарович,М,2024,очная,Химия,"д. Нижневартовск, ул. пр. Чернышевского, д. 3/9, кв. 95",+76881228217,84.5,58.0,,,65.4,,66.8,,63.4,70.5,False
Самойлова Вероника Якововна,Ж,2024,очная,Биология,"к. Колпашево, ул. алл. Ростовская, д. 3, кв. 100",81923653460,69.4,66.3,,44.2,,,63.4,,57.96666666666667,61.8,False
Сысоев Исидор Михаилович,М,2024,заочная,Биология,"клх Дмитров, ул. ул. Семашко, д. 6/9, кв. 12",80560356793,79.9,,75.9,53.5,,62.9,,,64.10000000000001,68.6,True
Королева Марфа Максимильяновна,Ж,2024,очно-заочная,Прикладная математика,"клх Набережные Челны, ул. пер. Флотский, д. 7/9, кв. 125",+77986239847,83.6,,,67.5,,56.4,81.3,,68.39999999999999,75.0,True
Панов Любосмысл Севастьянович,М,2024,очно-заочная,История,"г. Канск, ул. ул. Деповская, д. 4, кв. 41",+76906181205,78.8,71.4,46.3,,60.8,,,,59.5,66.2,False
Голубева Алевтина Савелиевна,Ж,2024,заочная,Химия,"п. Сосьва (Хант.), ул. ш. Серова, д. 9/4, кв. 66",+76475489547,84.7,,81.9,,71.6,,,67.8,73.76666666666667,77.8,True
Шестакова Валерия Самуиловна,Ж,2024,заочная,Прикладная математика,"г. Обнинск, ул. ш. Транспортное, д. 35, кв. 224",87698999275,75.2,,56.9,,,,66.7,70.4,64.66666666666667,67.6,False
Сазонова Октябрина Даниловна,Ж,2024,очная,Информатика и вычислительная техника,"к. Россошь, ул. ул. Волочаевская, д. 487, кв. 241",+77588914444,86.8,,72.2,65.1,,70.9,,,69.4,74.2,True
Комиссарова Ия Миленовна,Ж,2024,очная,Информатика и вычислительная техника,"д. Фатеж, ул. пр. Кедровый, д. 973, кв. 222",88355393543,92.1,69.5,,,81.3,,,60.7,70.5,76.4,True
Игнатьев Эрнест Владимирович,М,2024,заочная,Медицинская биохимия,"с. Сорочинск, ул. пр. Макарова, д. 518, кв. 36",88644963924,76.1,,59.0,63.1,,,76.4,,66.16666666666667,70.5,True
Орлова Раиса Онуфриевна,Ж,2024,заочная,Экономика,"п. Ставрополь, ул. бул. Дарвина, д. 4/1, кв. 200",+75885379821,75.6,44.4,,59.2,,,,59.8,54.46666666666666,60.6,True
Большаков Вацлав Федорович,М,2024,очно-заочная,Медицинская биохимия,"г. Саров (Морд.), ул. ул. Краснофлотская, д. 502, кв. 37",+73395275367,87.0,,50.3,,,,44.3,66.6,53.73333333333333,66.1,True
Вишняков Аскольд Ладиславович,М,2024,очно-заочная,Физика,"к. Любань, ул. пр. Полтавский, д. 857, кв. 121",+79785249141,87.8,,,40.3,,,61.8,63.1,55.06666666666666,66.1,False
Суворова Синклитикия Олеговна,Ж,2024,заочная,Медицинская биохимия,"ст. Южно-Сахалинск, ул. ш. Войкова, д. 899, кв. 28",88601347789,75.2,,,62.6,53.3,55.8,,,57.23333333333333,63.2,False
Тихонов Харлампий Изяславович,М,2024,очно-заочная,Экономика,"к. Шуя, ул. пр. Котовского, д. 7/8, кв. 105",+78963406791,75.8,,72.2,,,68.0,57.7,,65.96666666666665,69.3,True
Николаева Юлия Трофимовна,Ж,2024,очная,Медицинская биохимия,"г. Шереметьево, ул. пер. Репина, д. 53, кв. 200",86651221500,76.6,,,,69.1,61.5,74.5,,68.36666666666666,70.7,True
Туров Гордей Светозарович,М,2024,очно-заочная,История,"г. Анадырь, ул. пер. Осипенко, д. 52, кв. 242",+74188421630,70.2,64.2,,72.3,,,76.0,,70.83333333333333,69.0,False
Голубева Мария Матвеевна,Ж,2024,заочная,Медицинская биохимия,"клх Оленегорск (Якут.), ул. бул. Радищева, д. 47, кв. 246",80015944633,72.8,68.0,,,58.5,,,69.2,65.23333333333333,67.1,True
Авдеев Емельян Харлампиевич,М,2024,очная,Прикладная математика,"п. Верхний Тагил, ул. пер. Фабричный, д. 4, кв. 160",+79994853208,72.3,,,,67.5,65.1,57.7,,63.43333333333334,67.2,False
Шаров Петр Платонович,М,2024,очная,Экономика,"с. Анива, ул. наб. Балтийская, д. 4/7, кв. 13",85326389021,73.7,54.2,,51.3,,,,58.6,54.699999999999996,62.0,True
Устинова Татьяна Мефодиевна,Ж,2024,очная,Биология,"к. Сызрань, ул. ш. Донское, д. 250, кв. 12",89471136337,78.1,,,,54.3,67.9,,53.2,58.46666666666667,64.5,False
Шубин Тихон Измаилович,М,2024,очно-заочная,Физика,"с. Екатеринбург, ул. пр. Зеленый, д. 380, кв. 103",82234103469,79.7,,,65.4,47.2,,69.8,,60.800000000000004,67.3,False
Нестеров Дементий Баженович,М,2024,очно-заочная,Экономика,"д. Холмск, ул. бул. Снежный, д. 8, кв. 233",86733116772,87.6,,,,55.7,,69.5,75.9,67.03333333333335,73.0,True
Дьячкова Ульяна Севастьяновна,Ж,2024,очная,Прикладная математика,"д. Серебряные Пруды, ул. ш. Одесское, д. 55, кв. 130",89608437685,72.3,,67.5,,65.2,61.3,,,64.66666666666667,66.2,False
Капустина Валерия Эдуардовна,Ж,2024,очная,Информатика и вычислительная техника,"к. Сухиничи, ул. ул. Техническая, д. 749, кв. 121",80789679352,84.2,,,45.8,56.7,,,57.4,53.300000000000004,62.2,True
Большакова Октябрина Федоровна,Ж,2024,очно-заочная,Химия,"ст. Краснодар, ул. пр. Харьковский, д. 7/5, кв. 174",+79626335564,77.0,63.9,,56.0,,67.0,,,62.300000000000004,69.0,False
Бирюкова Антонина Прокловна,Ж,2024,очно-заочная,Информатика и вычислительная техника,"ст. Ельня, ул. ул. Портовая, д. 772, кв. 109",+74369709317,78.0,,,61.1,,69.8,,63.6,64.83333333333333,68.3,True
Тимофеев Демьян Онуфриевич,М,2024,очная,История,"п. Томск, ул. алл. Гоголя, д. 9/6, кв. 68",+76955607676,82.3,,,,74.4,,63.0,59.1,65.5,70.3,True
Моисеева Ангелина Велимировна,Ж,2024,очно-заочная,Химия,"клх Тамбей, ул. бул. Раздольный, д. 1, кв. 11",+76453454722,71.6,,75.0,,53.0,,67.5,,65.16666666666667,66.5,False
Мамонтова Фёкла Натановна,Ж,2024,очно-заочная,Прикладная математика,"клх Диксон, ул. ул. Черняховского, д. 714, кв. 203",+79898306503,80.6,,73.6,,,,61.0,61.9,65.5,69.3,True
Горшкова Лидия Аркадиевна,Ж,2024,очно-заочная,Прикладная математика,"к. Верхнее Пенжино, ул. пер. Железнодорожный, д. 5, кв. 54",+72198041847,79.3,51.1,54.2,,,76.5,,,60.6,67.7,False
Рябова Анна Вышеславовна,Ж,2024,очно-заочная,История,"с. Галич, ул. пр. Краснознаменный, д. 633, кв. 231",+74264236428,81.3,,,63.3,,73.4,65.3,,67.33333333333333,70.5,True
Лихачев Фома Августович,М,2024,заочная,Физика,"ст. Кедровый, ул. пр. Путейский, д. 110, кв. 185",+73190924876,80.0,,,58.7,,55.6,,62.0,58.76666666666667,64.7,False
Нестеров Гедеон Геннадиевич,М,2024,заочная,Медицинская биохимия,"д. Беломорск, ул. пер. Белорусский, д. 987, кв. 30",+73039111428,93.0,,,,62.0,,74.7,46.8,61.166666666666664,72.9,True
Лукин Радислав Кузьмович,М,2024,заочная,Физика,"ст. Минеральные Воды, ул. ш. Красное, д. 48, кв. 86",+77852282305,74.5,86.2,,,78.3,,,70.8,78.43333333333334,76.4,True
Горбачева Мария Флорентиновна,Ж,2024,очная,Прикладная математика,"г. Нарткала, ул. пер. Осенний, д. 193, кв. 237",+74808806220,75.1,,57.2,,,47.8,,65.5,56.833333333333336,64.1,False
Лазарев Прокофий Елисеевич,М,2024,очно-заочная,Прикладная математика,"клх Кетченеры, ул. бул. Сурикова, д. 7/2, кв. 63",82239594737,74.6,,,64.6,,80.0,,68.2,70.93333333333334,72.4,True
Петухов Лукьян Филаретович,М,2024,заочная,История,"с. Зеленоград, ул. пер. Восточный, д. 722, кв. 134",+71329016204,75.0,,,68.0,,60.6,,51.9,60.166666666666664,64.4,False
Русакова Клавдия Платоновна,Ж,2024,очно-заочная,Экономика,"к. Холмск, ул. наб. Гафури, д. 8, кв. 217",88768868785,74.5,,48.2,56.3,70.4,,,,58.300000000000004,64.6,True
Беляев Мечислав Фортунатович,М,2024,заочная,Информатика и вычислительная техника,"ст. Нефтеюганск, ул. бул. Проточный, д. 610, кв. 175",89648628720,85.4,65.5,,,58.3,,59.2,,61.0,68.0,True
Костин Авксентий Сократович,М,2024,очная,Медицинская биохимия,"клх Костомукша, ул. ул. Седова, д. 4/8, кв. 159",+71954196664,86.8,67.5,,,,61.5,58.4,,62.46666666666667,71.1,True
Сазонова Милица Владимировна,Ж,2024,очная,Физика,"п. Витим, ул. пер. Свободный, д. 3, кв. 171",80573036279,74.9,,83.8,66.0,,54.5,,,68.10000000000001,70.2,False
Семенов Куприян Моисеевич,М,2024,заочная,Медицинская биохимия,"д. Кировск (Мурм.), ул. пр. Макаренко, д. 1, кв. 194",+74632037476,73.3,62.0,54.8,,,,,77.4,64.73333333333333,66.8,True
Меркушева Таисия Аполлинариевна,Ж,2024,очная,Физика,"с. Ступино, ул. пр. Серафимовича, д. 887, кв. 102",87537260321,81.1,53.7,47.1,,,,72.0,,57.6,66.2,False
Крюков Август Федотович,М,2024,очно-заочная,Информатика и вычислительная техника,"клх Тутаев, ул. пер. Полтавский, д. 4/7, кв. 140",+75057661945,75.0,,76.2,,,77.3,,53.8,69.10000000000001,72.7,True
Макаров Мирон Кондратович,М,2024,очно-заочная,Прикладная математика,"г. Верхний Баскунчак, ул. бул. М.Горького, д. 77, кв. 45",88707155348,82.1,48.3,,,,64.0,67.3,,59.86666666666667,69.6,True
Фролова Алевтина Пименовна,Ж,2024,очная,История,"п. Рославль, ул. пр. Демьяна Бедного, д. 9/9, кв. 3",+70128400838,79.5,,64.9,,,49.6,70.0,,61.5,68.2,False
Карпов Харлампий Ярославович,М,2024,очно-заочная,Биология,"с. Переславль-Залесский, ул. ул. Геологов, д. 3, кв. 48",80765975954,69.2,69.8,,,52.9,,,67.3,63.333333333333336,65.0,False
